Order ID,Order Date,Customer ID,Segment,City,State,Product ID,Sub-Category,Sales,Quantity,Discount,Profit
CA-2015-106320,9/25/2015,EB-13870,Consumer,Orem,Utah,FUR-TA-10000577,Tables,1044.63,3,0,240.2649
CA-2016-121755,1/16/2016,EH-13945,Consumer,Los Angeles,California,OFF-BI-10001634,Binders,11.648,2,0.2,4.2224
CA-2016-121755,1/16/2016,EH-13945,Consumer,Los Angeles,California,TEC-AC-10003027,Accessories,90.57,3,0,11.7741
US-2015-150630,9/17/2015,TB-21520,Consumer,Philadelphia,Pennsylvania,FUR-BO-10004834,Bookcases,3083.43,7,0.5,-1665.0522
US-2015-150630,9/17/2015,TB-21520,Consumer,Philadelphia,Pennsylvania,OFF-BI-10000474,Binders,9.618,2,0.7,-7.0532
US-2015-150630,9/17/2015,TB-21520,Consumer,Philadelphia,Pennsylvania,FUR-FU-10004848,Furnishings,124.2,3,0.2,15.525
US-2015-150630,9/17/2015,TB-21520,Consumer,Philadelphia,Pennsylvania,OFF-EN-10001509,Envelopes,3.264,2,0.2,1.1016
US-2015-150630,9/17/2015,TB-21520,Consumer,Philadelphia,Pennsylvania,OFF-AR-10004042,Art,86.304,6,0.2,9.7092
US-2015-150630,9/17/2015,TB-21520,Consumer,Philadelphia,Pennsylvania,OFF-BI-10001525,Binders,6.858,6,0.7,-5.715
US-2015-150630,9/17/2015,TB-21520,Consumer,Philadelphia,Pennsylvania,OFF-AR-10001683,Art,15.76,2,0.2,3.546
CA-2017-107727,10/19/2017,MA-17560,Home Office,Houston,Texas,OFF-PA-10000249,Paper,29.472,3,0.2,9.9468
CA-2016-117590,12-08-2016,GH-14485,Corporate,Richardson,Texas,TEC-PH-10004977,Phones,1097.544,7,0.2,123.4737
CA-2016-117590,12-08-2016,GH-14485,Corporate,Richardson,Texas,FUR-FU-10003664,Furnishings,190.92,5,0.6,-147.963
CA-2015-117415,12/27/2015,SN-20710,Home Office,Houston,Texas,OFF-EN-10002986,Envelopes,113.328,9,0.2,35.415
CA-2015-117415,12/27/2015,SN-20710,Home Office,Houston,Texas,FUR-BO-10002545,Bookcases,532.3992,3,0.32,-46.9764
CA-2015-117415,12/27/2015,SN-20710,Home Office,Houston,Texas,FUR-CH-10004218,Chairs,212.058,3,0.3,-15.147
CA-2015-117415,12/27/2015,SN-20710,Home Office,Houston,Texas,TEC-PH-10000486,Phones,371.168,4,0.2,41.7564
CA-2017-120999,09-10-2017,LC-16930,Corporate,Naperville,Illinois,TEC-PH-10004093,Phones,147.168,4,0.2,16.5564
CA-2016-101343,7/17/2016,RA-19885,Corporate,Los Angeles,California,OFF-ST-10003479,Storage,77.88,2,0,3.894
CA-2017-139619,9/19/2017,ES-14080,Corporate,Melbourne,Florida,OFF-ST-10003282,Storage,95.616,2,0.2,9.5616
CA-2016-118255,03-11-2016,ON-18715,Corporate,Eagan,Minnesota,TEC-AC-10000171,Accessories,45.98,2,0,19.7714
CA-2016-118255,03-11-2016,ON-18715,Corporate,Eagan,Minnesota,OFF-BI-10003291,Binders,17.46,2,0,8.2062
CA-2014-146703,10/20/2014,PO-18865,Consumer,Westland,Michigan,OFF-ST-10001713,Storage,211.96,4,0,8.4784
CA-2016-169194,6/20/2016,LH-16900,Consumer,Dover,Delaware,TEC-AC-10002167,Accessories,45,3,0,4.95
CA-2016-169194,6/20/2016,LH-16900,Consumer,Dover,Delaware,TEC-PH-10003988,Phones,21.8,2,0,6.104
CA-2015-115742,4/18/2015,DP-13000,Consumer,New Albany,Indiana,OFF-BI-10004410,Binders,38.22,6,0,17.9634
CA-2015-115742,4/18/2015,DP-13000,Consumer,New Albany,Indiana,OFF-LA-10002762,Labels,75.18,6,0,35.3346
CA-2015-115742,4/18/2015,DP-13000,Consumer,New Albany,Indiana,FUR-FU-10001706,Furnishings,6.16,2,0,2.9568
CA-2015-115742,4/18/2015,DP-13000,Consumer,New Albany,Indiana,FUR-CH-10003061,Chairs,89.99,1,0,17.0981
CA-2016-105816,12-11-2016,JM-15265,Corporate,New York City,New York,OFF-FA-10000304,Fasteners,15.26,7,0,6.2566
CA-2016-105816,12-11-2016,JM-15265,Corporate,New York City,New York,TEC-PH-10002447,Phones,1029.95,5,0,298.6855
CA-2016-111682,6/17/2016,TB-21055,Consumer,Troy,New York,OFF-ST-10000604,Storage,208.56,6,0,52.14
CA-2016-111682,6/17/2016,TB-21055,Consumer,Troy,New York,OFF-PA-10001569,Paper,32.4,5,0,15.552
CA-2016-111682,6/17/2016,TB-21055,Consumer,Troy,New York,FUR-CH-10003968,Chairs,319.41,5,0.1,7.098
CA-2016-111682,6/17/2016,TB-21055,Consumer,Troy,New York,OFF-PA-10000587,Paper,14.56,2,0,6.9888
CA-2016-111682,6/17/2016,TB-21055,Consumer,Troy,New York,TEC-AC-10002167,Accessories,30,2,0,3.3
CA-2016-111682,6/17/2016,TB-21055,Consumer,Troy,New York,OFF-BI-10001460,Binders,48.48,4,0.2,16.362
CA-2016-111682,6/17/2016,TB-21055,Consumer,Troy,New York,OFF-AR-10001868,Art,1.68,1,0,0.84
CA-2015-135545,11/24/2015,KM-16720,Consumer,Los Angeles,California,TEC-AC-10004633,Accessories,13.98,2,0,6.1512
CA-2015-135545,11/24/2015,KM-16720,Consumer,Los Angeles,California,OFF-BI-10001078,Binders,25.824,6,0.2,9.3612
CA-2015-135545,11/24/2015,KM-16720,Consumer,Los Angeles,California,OFF-PA-10003892,Paper,146.73,3,0,68.9631
CA-2015-135545,11/24/2015,KM-16720,Consumer,Los Angeles,California,FUR-FU-10000397,Furnishings,79.76,4,0,22.3328
US-2015-164175,4/30/2015,PS-18970,Home Office,Chicago,Illinois,FUR-CH-10001146,Chairs,213.115,5,0.3,-15.2225
CA-2014-106376,12-05-2014,BS-11590,Corporate,Gilbert,Arizona,OFF-AR-10002671,Art,1113.024,8,0.2,111.3024
CA-2014-106376,12-05-2014,BS-11590,Corporate,Gilbert,Arizona,TEC-PH-10002726,Phones,167.968,4,0.2,62.988
CA-2016-119823,06-04-2016,KD-16270,Consumer,Springfield,Virginia,OFF-PA-10000482,Paper,75.88,2,0,35.6636
CA-2016-106075,9/18/2016,HM-14980,Consumer,New York City,New York,OFF-BI-10004654,Binders,4.616,1,0.2,1.731
CA-2017-114440,9/14/2017,TB-21520,Consumer,Jackson,Michigan,OFF-PA-10004675,Paper,19.05,3,0,8.763
US-2015-134026,4/26/2015,JE-15745,Consumer,Memphis,Tennessee,FUR-CH-10000513,Chairs,831.936,8,0.2,-114.3912
US-2015-134026,4/26/2015,JE-15745,Consumer,Memphis,Tennessee,FUR-FU-10003708,Furnishings,97.04,2,0.2,1.213
US-2015-134026,4/26/2015,JE-15745,Consumer,Memphis,Tennessee,OFF-ST-10004123,Storage,72.784,1,0.2,-18.196
US-2017-118038,12-09-2017,KB-16600,Corporate,Houston,Texas,OFF-BI-10004182,Binders,1.248,3,0.8,-1.9344
US-2017-118038,12-09-2017,KB-16600,Corporate,Houston,Texas,FUR-FU-10000260,Furnishings,9.708,3,0.6,-5.8248
US-2017-118038,12-09-2017,KB-16600,Corporate,Houston,Texas,OFF-ST-10000615,Storage,27.24,3,0.2,2.724
US-2014-147606,11/26/2014,JE-15745,Consumer,Houston,Texas,FUR-FU-10003194,Furnishings,19.3,5,0.6,-14.475
CA-2016-127208,06-12-2016,SC-20770,Corporate,Decatur,Alabama,OFF-AP-10002118,Appliances,208.16,1,0,56.2032
CA-2016-127208,06-12-2016,SC-20770,Corporate,Decatur,Alabama,OFF-BI-10002309,Binders,16.74,3,0,8.0352
CA-2014-139451,10-12-2014,DN-13690,Consumer,San Francisco,California,OFF-AR-10002053,Art,14.9,5,0,4.172
CA-2014-139451,10-12-2014,DN-13690,Consumer,San Francisco,California,OFF-ST-10002370,Storage,21.39,1,0,6.2031
CA-2015-149734,09-03-2015,JC-16105,Corporate,Durham,North Carolina,OFF-EN-10000927,Envelopes,200.984,7,0.2,62.8075
US-2017-119662,11/13/2017,CS-12400,Home Office,Chicago,Illinois,OFF-ST-10003656,Storage,230.376,3,0.2,-48.9549
CA-2017-140088,5/28/2017,PO-18865,Consumer,Columbia,South Carolina,FUR-CH-10000863,Chairs,301.96,2,0,33.2156
CA-2017-155558,10/26/2017,PG-18895,Consumer,Rochester,Minnesota,TEC-AC-10001998,Accessories,19.99,1,0,6.7966
CA-2017-155558,10/26/2017,PG-18895,Consumer,Rochester,Minnesota,OFF-LA-10000134,Labels,6.16,2,0,2.9568
CA-2016-159695,04-05-2016,GM-14455,Home Office,Houston,Texas,OFF-ST-10003442,Storage,158.368,7,0.2,13.8572
CA-2016-109806,9/17/2016,JS-15685,Corporate,Los Angeles,California,OFF-AR-10004930,Art,20.1,3,0,6.633
CA-2016-109806,9/17/2016,JS-15685,Corporate,Los Angeles,California,TEC-PH-10004093,Phones,73.584,2,0.2,8.2782
CA-2016-109806,9/17/2016,JS-15685,Corporate,Los Angeles,California,OFF-PA-10000304,Paper,6.48,1,0,3.1104
CA-2015-149587,1/31/2015,KB-16315,Consumer,Minneapolis,Minnesota,OFF-PA-10003177,Paper,12.96,2,0,6.2208
CA-2015-149587,1/31/2015,KB-16315,Consumer,Minneapolis,Minnesota,FUR-FU-10003799,Furnishings,53.34,3,0,16.5354
CA-2015-149587,1/31/2015,KB-16315,Consumer,Minneapolis,Minnesota,OFF-BI-10002852,Binders,32.96,2,0,16.1504
US-2017-109484,11-06-2017,RB-19705,Home Office,Portland,Oregon,OFF-BI-10004738,Binders,5.682,1,0.7,-3.788
CA-2017-161018,11-09-2017,PN-18775,Home Office,New York City,New York,FUR-FU-10000629,Furnishings,96.53,7,0,40.5426
CA-2017-157833,6/17/2017,KD-16345,Consumer,San Francisco,California,OFF-BI-10001721,Binders,51.312,3,0.2,17.9592
CA-2016-149223,09-06-2016,ER-13855,Corporate,Saint Paul,Minnesota,OFF-AP-10000358,Appliances,77.88,6,0,22.5852
CA-2016-158568,8/29/2016,RB-19465,Home Office,Chicago,Illinois,OFF-PA-10003256,Paper,64.624,7,0.2,22.6184
CA-2016-158568,8/29/2016,RB-19465,Home Office,Chicago,Illinois,TEC-AC-10001767,Accessories,95.976,3,0.2,-10.7973
CA-2016-158568,8/29/2016,RB-19465,Home Office,Chicago,Illinois,OFF-BI-10002609,Binders,1.788,3,0.8,-3.0396
CA-2016-129903,12-01-2016,GZ-14470,Consumer,Rochester,Minnesota,OFF-PA-10004040,Paper,23.92,4,0,11.7208
US-2015-156867,11/13/2015,LC-16870,Consumer,Aurora,Colorado,TEC-AC-10001552,Accessories,238.896,6,0.2,-26.8758
US-2015-156867,11/13/2015,LC-16870,Consumer,Aurora,Colorado,FUR-FU-10004006,Furnishings,102.36,3,0.2,-3.8385
US-2015-156867,11/13/2015,LC-16870,Consumer,Aurora,Colorado,OFF-BI-10002794,Binders,36.882,3,0.7,-25.8174
CA-2017-119004,11/23/2017,JM-15250,Consumer,Charlotte,North Carolina,TEC-AC-10003499,Accessories,74.112,8,0.2,17.6016
CA-2017-119004,11/23/2017,JM-15250,Consumer,Charlotte,North Carolina,TEC-PH-10002844,Phones,27.992,1,0.2,2.0994
CA-2017-119004,11/23/2017,JM-15250,Consumer,Charlotte,North Carolina,OFF-AR-10000390,Art,3.304,1,0.2,1.0738
CA-2015-129476,10/15/2015,PA-19060,Home Office,Orland Park,Illinois,TEC-AC-10000844,Accessories,339.96,5,0.2,67.992
CA-2017-146780,12/25/2017,CV-12805,Corporate,New York City,New York,FUR-FU-10001934,Furnishings,41.96,2,0,10.9096
CA-2016-128867,11-03-2016,CL-12565,Consumer,Urbandale,Iowa,OFF-AR-10000380,Art,75.96,2,0,22.788
CA-2016-128867,11-03-2016,CL-12565,Consumer,Urbandale,Iowa,OFF-BI-10003981,Binders,27.24,6,0,13.3476
CA-2014-115259,8/25/2014,RC-19960,Consumer,Columbus,Ohio,OFF-FA-10000621,Fasteners,40.096,14,0.2,14.5348
CA-2014-115259,8/25/2014,RC-19960,Consumer,Columbus,Ohio,OFF-EN-10002600,Envelopes,4.72,2,0.2,1.652
CA-2014-115259,8/25/2014,RC-19960,Consumer,Columbus,Ohio,OFF-PA-10004965,Paper,23.976,3,0.2,7.4925
CA-2014-115259,8/25/2014,RC-19960,Consumer,Columbus,Ohio,OFF-EN-10002504,Envelopes,130.464,6,0.2,44.0316
CA-2015-110457,03-02-2015,DK-13090,Consumer,Seattle,Washington,FUR-TA-10001768,Tables,787.53,3,0,165.3813
US-2015-136476,04-05-2015,GG-14650,Corporate,Bristol,Tennessee,OFF-BI-10003650,Binders,157.794,1,0.7,-115.7156
CA-2016-103730,06-12-2016,SC-20725,Consumer,Wilmington,Delaware,FUR-FU-10002157,Furnishings,47.04,3,0,18.3456
CA-2016-103730,06-12-2016,SC-20725,Consumer,Wilmington,Delaware,OFF-BI-10003910,Binders,30.84,4,0,13.878
CA-2016-103730,06-12-2016,SC-20725,Consumer,Wilmington,Delaware,OFF-ST-10000777,Storage,226.56,6,0,63.4368
CA-2016-103730,06-12-2016,SC-20725,Consumer,Wilmington,Delaware,OFF-EN-10002500,Envelopes,115.02,9,0,51.759
CA-2016-103730,06-12-2016,SC-20725,Consumer,Wilmington,Delaware,TEC-PH-10003875,Phones,68.04,7,0,19.7316
US-2014-152030,12/26/2014,AD-10180,Home Office,Houston,Texas,FUR-CH-10004063,Chairs,600.558,3,0.3,-8.5794
US-2014-134614,9/20/2014,PF-19165,Consumer,Bloomington,Illinois,FUR-TA-10004534,Tables,617.7,6,0.5,-407.682
US-2017-107272,11-05-2017,TS-21610,Consumer,Phoenix,Arizona,OFF-BI-10003274,Binders,2.388,2,0.7,-1.8308
US-2017-107272,11-05-2017,TS-21610,Consumer,Phoenix,Arizona,OFF-ST-10002974,Storage,243.992,7,0.2,30.499
US-2016-125969,11-06-2016,LS-16975,Home Office,Los Angeles,California,FUR-CH-10001146,Chairs,81.424,2,0.2,-9.1602
US-2016-125969,11-06-2016,LS-16975,Home Office,Los Angeles,California,FUR-FU-10003773,Furnishings,238.56,3,0,26.2416
US-2017-164147,02-02-2017,DW-13585,Corporate,Columbus,Ohio,TEC-PH-10002293,Phones,59.97,5,0.4,-11.994
US-2017-164147,02-02-2017,DW-13585,Corporate,Columbus,Ohio,OFF-PA-10002377,Paper,78.304,2,0.2,29.364
US-2017-164147,02-02-2017,DW-13585,Corporate,Columbus,Ohio,OFF-FA-10002780,Fasteners,21.456,9,0.2,6.9732
CA-2016-145583,10/13/2016,LC-16885,Consumer,Roseville,California,OFF-PA-10001804,Paper,20.04,3,0,9.6192
CA-2016-145583,10/13/2016,LC-16885,Consumer,Roseville,California,OFF-PA-10001736,Paper,35.44,1,0,16.6568
CA-2016-145583,10/13/2016,LC-16885,Consumer,Roseville,California,OFF-AR-10001149,Art,11.52,4,0,3.456
CA-2016-145583,10/13/2016,LC-16885,Consumer,Roseville,California,OFF-FA-10002988,Fasteners,4.02,2,0,1.9698
CA-2016-145583,10/13/2016,LC-16885,Consumer,Roseville,California,OFF-BI-10004781,Binders,76.176,3,0.2,26.6616
CA-2016-145583,10/13/2016,LC-16885,Consumer,Roseville,California,OFF-SU-10001218,Supplies,65.88,6,0,18.4464
CA-2016-145583,10/13/2016,LC-16885,Consumer,Roseville,California,FUR-FU-10001706,Furnishings,43.12,14,0,20.6976
CA-2016-110366,09-05-2016,JD-15895,Corporate,Philadelphia,Pennsylvania,FUR-FU-10004848,Furnishings,82.8,2,0.2,10.35
CA-2017-106180,9/18/2017,SH-19975,Corporate,San Francisco,California,OFF-AR-10000940,Art,8.82,3,0,2.3814
CA-2017-106180,9/18/2017,SH-19975,Corporate,San Francisco,California,OFF-EN-10004030,Envelopes,10.86,3,0,5.1042
CA-2017-106180,9/18/2017,SH-19975,Corporate,San Francisco,California,OFF-PA-10004327,Paper,143.7,3,0,68.976
CA-2017-155376,12/22/2017,SG-20080,Consumer,Independence,Missouri,OFF-AP-10001058,Appliances,839.43,3,0,218.2518
CA-2015-110744,09-07-2015,HA-14920,Consumer,Pasadena,California,OFF-ST-10003656,Storage,671.93,7,0,20.1579
CA-2014-110072,10/22/2014,MG-17680,Home Office,Newark,Ohio,FUR-FU-10000521,Furnishings,93.888,4,0.2,12.9096
CA-2016-114489,12-05-2016,JE-16165,Corporate,Franklin,Wisconsin,TEC-PH-10000215,Phones,384.45,11,0,103.8015
CA-2016-114489,12-05-2016,JE-16165,Corporate,Franklin,Wisconsin,TEC-PH-10001448,Phones,149.97,3,0,5.9988
CA-2016-114489,12-05-2016,JE-16165,Corporate,Franklin,Wisconsin,FUR-CH-10000454,Chairs,1951.84,8,0,585.552
CA-2016-114489,12-05-2016,JE-16165,Corporate,Franklin,Wisconsin,OFF-BI-10002735,Binders,171.55,5,0,80.6285
CA-2016-158834,3/13/2016,TW-21025,Home Office,Scottsdale,Arizona,OFF-AP-10000326,Appliances,157.92,5,0.2,17.766
CA-2016-158834,3/13/2016,TW-21025,Home Office,Scottsdale,Arizona,TEC-PH-10001254,Phones,203.184,2,0.2,15.2388
CA-2015-124919,5/31/2015,SP-20650,Corporate,San Jose,California,OFF-PA-10001950,Paper,58.38,7,0,26.271
CA-2015-124919,5/31/2015,SP-20650,Corporate,San Jose,California,OFF-PA-10002254,Paper,105.52,4,0,48.5392
CA-2015-124919,5/31/2015,SP-20650,Corporate,San Jose,California,OFF-ST-10001590,Storage,80.88,6,0,21.0288
CA-2015-118948,5/28/2015,NK-18490,Home Office,Seattle,Washington,OFF-AR-10001547,Art,6.63,3,0,1.7901
CA-2014-104269,03-01-2014,DB-13060,Consumer,Seattle,Washington,FUR-CH-10004063,Chairs,457.568,2,0.2,51.4764
CA-2016-114104,11/20/2016,NP-18670,Consumer,Edmond,Oklahoma,OFF-LA-10002475,Labels,14.62,2,0,6.8714
CA-2016-114104,11/20/2016,NP-18670,Consumer,Edmond,Oklahoma,TEC-PH-10004536,Phones,944.93,7,0,236.2325
CA-2016-162733,05-11-2016,TT-21070,Consumer,Los Angeles,California,OFF-PA-10002751,Paper,5.98,1,0,2.691
CA-2015-119697,12/28/2015,EM-13960,Consumer,Philadelphia,Pennsylvania,TEC-AC-10003657,Accessories,54.384,2,0.2,1.3596
CA-2016-154508,11/16/2016,RD-19900,Consumer,Carlsbad,New Mexico,OFF-EN-10001990,Envelopes,28.4,5,0,13.348
CA-2016-113817,11-07-2016,MJ-17740,Consumer,Seattle,Washington,OFF-BI-10004002,Binders,27.68,2,0.2,9.688
CA-2014-139892,09-08-2014,BM-11140,Consumer,San Antonio,Texas,OFF-AR-10004441,Art,9.936,3,0.2,2.7324
CA-2014-139892,09-08-2014,BM-11140,Consumer,San Antonio,Texas,TEC-MA-10000822,Machines,8159.952,8,0.4,-1359.992
CA-2014-139892,09-08-2014,BM-11140,Consumer,San Antonio,Texas,OFF-ST-10000991,Storage,275.928,3,0.2,-58.6347
CA-2014-139892,09-08-2014,BM-11140,Consumer,San Antonio,Texas,FUR-CH-10004287,Chairs,1740.06,9,0.3,-24.858
CA-2014-139892,09-08-2014,BM-11140,Consumer,San Antonio,Texas,OFF-AR-10002656,Art,32.064,6,0.2,6.8136
CA-2014-139892,09-08-2014,BM-11140,Consumer,San Antonio,Texas,OFF-AP-10002518,Appliances,177.98,5,0.8,-453.849
CA-2014-139892,09-08-2014,BM-11140,Consumer,San Antonio,Texas,TEC-PH-10003931,Phones,143.976,3,0.2,8.9985
CA-2014-118962,08-05-2014,CS-12130,Consumer,Los Angeles,California,OFF-PA-10000659,Paper,20.94,3,0,9.8418
CA-2014-118962,08-05-2014,CS-12130,Consumer,Los Angeles,California,OFF-PA-10001144,Paper,110.96,2,0,53.2608
CA-2014-118962,08-05-2014,CS-12130,Consumer,Los Angeles,California,FUR-CH-10003817,Chairs,340.144,7,0.2,21.259
US-2014-100853,9/14/2014,JB-15400,Corporate,Chicago,Illinois,OFF-AP-10000891,Appliances,52.448,2,0.8,-131.12
US-2014-100853,9/14/2014,JB-15400,Corporate,Chicago,Illinois,OFF-LA-10003148,Labels,20.16,4,0.2,6.552
US-2017-152366,4/21/2017,SJ-20500,Consumer,Houston,Texas,OFF-AP-10002684,Appliances,97.264,4,0.8,-243.16
US-2015-101511,11/21/2015,JE-15745,Consumer,Newark,Ohio,FUR-CH-10004698,Chairs,396.802,7,0.3,-11.3372
US-2015-101511,11/21/2015,JE-15745,Consumer,Newark,Ohio,OFF-SU-10002189,Supplies,15.88,5,0.2,-3.7715
CA-2015-137225,12/15/2015,JK-15640,Home Office,New York City,New York,OFF-AR-10001940,Art,3.28,1,0,1.4104
CA-2014-166191,12-05-2014,DK-13150,Corporate,Decatur,Illinois,OFF-ST-10003455,Storage,24.816,2,0.2,1.8612
CA-2014-166191,12-05-2014,DK-13150,Corporate,Decatur,Illinois,TEC-AC-10004659,Accessories,408.744,7,0.2,76.6395
CA-2014-158274,11/19/2014,RM-19675,Home Office,Monroe,Louisiana,TEC-PH-10003273,Phones,503.96,4,0,131.0296
CA-2014-158274,11/19/2014,RM-19675,Home Office,Monroe,Louisiana,TEC-PH-10004896,Phones,149.95,5,0,41.986
CA-2014-158274,11/19/2014,RM-19675,Home Office,Monroe,Louisiana,TEC-AC-10002345,Accessories,29,2,0,7.25
CA-2016-105018,11/28/2016,SK-19990,Consumer,Fairfield,Connecticut,OFF-BI-10001890,Binders,7.16,2,0,3.4368
CA-2014-123260,8/26/2014,FM-14290,Home Office,Los Angeles,California,TEC-AC-10002323,Accessories,176.8,8,0,22.984
CA-2016-157000,7/16/2016,AM-10360,Corporate,Grand Prairie,Texas,OFF-ST-10001328,Storage,37.224,3,0.2,3.7224
CA-2016-157000,7/16/2016,AM-10360,Corporate,Grand Prairie,Texas,OFF-PA-10001950,Paper,20.016,3,0.2,6.255
CA-2015-102281,10-12-2015,MP-17470,Home Office,New York City,New York,FUR-BO-10002613,Bookcases,899.136,4,0.2,112.392
CA-2015-102281,10-12-2015,MP-17470,Home Office,New York City,New York,TEC-PH-10001552,Phones,71.76,6,0,20.0928
CA-2015-102281,10-12-2015,MP-17470,Home Office,New York City,New York,OFF-PA-10000061,Paper,51.84,8,0,24.8832
CA-2015-102281,10-12-2015,MP-17470,Home Office,New York City,New York,FUR-BO-10002545,Bookcases,626.352,3,0.2,46.9764
CA-2015-102281,10-12-2015,MP-17470,Home Office,New York City,New York,OFF-AR-10003514,Art,19.9,5,0,6.567
CA-2015-131457,10/31/2015,MZ-17515,Corporate,Redlands,California,OFF-EN-10001509,Envelopes,14.28,7,0,6.7116
CA-2014-140004,3/21/2014,CB-12025,Consumer,Hamilton,Ohio,OFF-AR-10004685,Art,7.408,2,0.2,1.2038
CA-2014-140004,3/21/2014,CB-12025,Consumer,Hamilton,Ohio,OFF-AR-10004027,Art,6.048,3,0.2,1.5876
CA-2017-107720,11-06-2017,VM-21685,Home Office,Westfield,New Jersey,OFF-ST-10001414,Storage,46.26,3,0,12.0276
US-2017-124303,07-06-2017,FH-14365,Corporate,Philadelphia,Pennsylvania,OFF-BI-10000343,Binders,2.946,2,0.7,-2.2586
US-2017-124303,07-06-2017,FH-14365,Corporate,Philadelphia,Pennsylvania,OFF-PA-10002749,Paper,16.056,3,0.2,5.8203
CA-2017-105074,6/24/2017,MB-17305,Consumer,Akron,Ohio,OFF-PA-10002666,Paper,21.744,3,0.2,6.795
CA-2014-133690,08-03-2014,BS-11755,Consumer,Denver,Colorado,FUR-TA-10004289,Tables,218.75,2,0.5,-161.875
CA-2014-133690,08-03-2014,BS-11755,Consumer,Denver,Colorado,OFF-AP-10003622,Appliances,2.6,1,0.2,0.2925
US-2017-116701,12/17/2017,LC-17140,Consumer,Dallas,Texas,OFF-AP-10003217,Appliances,66.284,2,0.8,-178.9668
CA-2017-126382,06-03-2017,HK-14890,Corporate,Franklin,Tennessee,FUR-FU-10002960,Furnishings,35.168,7,0.2,9.6712
CA-2017-108329,12-09-2017,LE-16810,Consumer,Whittier,California,TEC-PH-10001918,Phones,444.768,4,0.2,44.4768
CA-2017-135860,12-01-2017,JH-15985,Consumer,Saginaw,Michigan,OFF-ST-10000642,Storage,83.92,4,0,5.8744
CA-2017-135860,12-01-2017,JH-15985,Consumer,Saginaw,Michigan,TEC-PH-10001700,Phones,131.98,2,0,35.6346
CA-2017-135860,12-01-2017,JH-15985,Consumer,Saginaw,Michigan,OFF-BI-10003274,Binders,15.92,4,0,7.4824
CA-2017-135860,12-01-2017,JH-15985,Consumer,Saginaw,Michigan,OFF-FA-10000134,Fasteners,52.29,9,0,16.2099
